OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Discount
684,35,77,1,411.13,21.00
685,5,2,4,111.99,1.00
686,834,7,3,668.27,5.00
687,1245,14,1,445.57,4.00
688,1455,8,2,535.43,22.00
689,1109,35,4,106.79,0.00
690,1125,15,4,412.33,12.00
691,817,9,3,386.09,17.00
692,687,31,1,273.05,19.00
693,1012,49,2,51.43,14.00
694,931,61,2,688.50,22.00
695,31,8,2,127.55,2.00
696,580,76,3,81.38,1.00
697,424,66,2,137.25,16.00
698,1226,26,5,417.04,8.00
699,1486,31,2,411.81,13.00
700,20,14,5,288.04,14.00
701,1135,25,2,25.44,22.00
702,827,64,5,640.89,14.00
703,761,8,2,347.49,1.00
704,413,26,4,138.49,12.00
705,906,21,2,215.96,9.00
706,146,48,3,385.98,15.00
707,1265,27,4,544.34,1.00
708,922,18,5,163.21,25.00
709,1319,8,3,132.85,20.00
710,1270,60,3,459.45,13.00
711,128,76,2,34.80,13.00
712,681,49,5,307.34,14.00
713,1277,32,4,339.15,22.00
714,543,23,2,568.97,5.00
715,612,46,3,371.04,12.00
716,996,47,2,99.12,7.00
717,70,60,4,344.25,14.00
718,1387,50,2,219.77,4.00
719,1178,55,5,260.57,1.00
720,44,14,4,456.81,1.00
721,974,61,4,194.05,17.00
722,391,77,2,688.98,16.00
723,879,15,2,356.35,1.00
724,546,21,4,219.11,22.00
725,964,17,2,266.41,19.00
726,399,12,3,587.82,6.00
727,1344,72,3,427.39,17.00
728,325,77,3,272.95,7.00
729,1367,6,5,463.32,8.00
730,551,74,1,432.23,16.00
731,415,51,1,687.88,14.00
732,1260,70,5,676.79,0.00
733,934,47,2,495.89,12.00
734,413,79,4,215.86,1.00
735,320,63,1,39.70,9.00
736,343,66,2,144.98,5.00
737,1189,46,4,422.79,3.00
738,858,21,1,381.24,8.00
739,325,30,1,690.92,16.00
740,376,3,2,74.80,10.00
741,55,31,3,630.80,5.00
742,1001,25,5,260.29,25.00
743,97,24,3,662.41,7.00
744,616,7,3,447.28,6.00
745,176,55,4,505.73,17.00
746,27,35,2,315.84,19.00
747,928,4,5,532.22,24.00
748,17,29,3,342.31,12.00
749,1288,7,2,17.32,1.00
750,1192,25,5,298.12,22.00
751,768,43,3,443.07,12.00
752,848,75,5,84.00,25.00
753,18,57,3,402.17,5.00
754,587,8,1,304.15,10.00
755,775,55,5,313.29,21.00
756,900,62,3,621.16,17.00
757,1339,73,4,40.94,5.00
758,449,56,1,640.49,23.00
759,810,47,3,60.72,24.00
760,1135,9,5,158.67,19.00
761,341,30,2,584.14,18.00
762,481,30,2,277.50,7.00
763,1027,51,1,230.70,10.00
764,1307,35,1,440.58,4.00
765,521,61,3,266.50,6.00
766,871,10,4,653.27,12.00
767,482,18,1,88.18,4.00
768,351,41,1,540.58,12.00
769,496,66,1,596.82,0.00
770,1217,70,3,28.92,4.00
771,238,13,2,673.23,18.00
772,958,28,3,29.18,22.00
773,1461,24,1,329.91,22.00
774,631,8,3,169.85,12.00
775,1159,16,5,491.71,23.00
776,1092,73,1,667.86,15.00
777,1331,21,1,230.18,1.00
778,615,56,5,420.00,22.00
779,64,7,4,182.57,18.00
780,119,4,4,235.52,25.00
781,1054,49,2,674.08,2.00
782,1297,11,1,297.51,17.00
783,1094,28,2,19.13,3.00
784,1248,63,4,480.95,21.00
785,360,39,4,197.02,11.00
786,189,77,5,200.66,24.00
787,1059,78,5,246.59,3.00
788,983,78,4,477.30,22.00
789,362,48,4,373.12,16.00
790,325,26,4,40.31,4.00
791,40,59,4,419.39,17.00
792,651,46,5,70.20,0.00
793,167,59,2,134.50,23.00
794,394,68,3,658.27,15.00
795,1428,14,1,221.94,10.00
796,941,2,4,557.72,12.00
797,630,38,2,423.37,19.00
798,307,36,3,227.27,14.00
799,390,68,3,234.97,3.00
800,1099,8,2,293.68,9.00
801,474,8,3,585.16,15.00
802,1412,22,3,172.02,10.00
803,128,14,4,229.84,11.00
804,1229,31,4,596.73,11.00
805,1237,62,1,63.39,17.00
806,493,26,5,666.08,10.00
807,251,39,2,410.06,6.00
808,922,66,3,416.53,25.00
809,639,68,4,347.02,22.00
810,125,61,2,406.90,9.00
811,313,20,2,694.72,5.00
812,1210,3,2,56.37,21.00
813,1048,67,3,633.08,2.00
814,369,23,3,271.60,20.00
815,1185,35,2,241.46,25.00
816,1223,42,5,490.08,13.00
817,1429,57,2,311.94,10.00
818,1336,5,3,91.04,6.00
819,1220,36,5,62.78,24.00
820,469,51,1,76.96,5.00
821,1209,74,5,503.10,4.00
822,733,47,2,610.20,0.00
823,585,19,4,627.93,6.00
824,1043,55,3,274.64,4.00
825,85,40,3,446.35,0.00
826,69,44,3,336.91,2.00
827,11,20,4,558.51,9.00
828,1264,72,4,434.75,8.00
829,585,34,1,619.73,8.00
830,419,79,4,471.34,12.00
831,1497,75,4,26.27,12.00
832,1229,17,3,258.13,4.00
833,987,77,5,153.18,18.00
834,995,29,2,262.86,1.00
835,753,27,2,208.48,8.00
836,1470,73,1,175.98,1.00
837,12,77,4,17.09,16.00
838,684,18,3,310.32,17.00
839,309,26,4,430.44,5.00
840,312,65,2,419.70,24.00
841,23,15,1,404.54,13.00
842,754,4,3,132.18,21.00
843,40,9,4,205.61,11.00
844,1347,18,5,98.40,15.00
845,758,41,3,104.73,16.00
846,765,54,1,101.14,10.00
847,1100,56,1,50.14,7.00
848,114,30,2,250.65,10.00
849,322,39,1,38.92,4.00
850,567,30,2,475.00,2.00
851,1328,45,2,568.88,25.00
852,657,60,1,510.10,12.00
